nohup: ignoring input
=================================================================
==================== PARAMETER CONFIGURATION ====================
=================================================================
model=LeNet5_Original (rotated)
criterion=CrossEntropy
C=64
lr=0.001
lambda_reg=0.0002
alpha=0.6
[T1=lambda_reg*alpha=0.00012]
[T2=lambda_reg*(1-alpha)=8e-05]
subgradient_step=100000.0
w0=-0.031
r=2
bucket_zero=32
BestQuantization_target_acc=99.8
final_target_acc=99.7
target_zstd_ratio=0.0179
min_xi=0
max_xi=1
upper_c=1663370
lower_c=0.01
c1=10
c2=1000
first_best_indices=20
accuracy_tollerance=0.2
zeta=50000
l=0.5
n_epochs=100
max_iterations=15
train_optimizer=ADAM
entropy_optimizer=FISTA
pruning=Y
QuantizationType=center
sparsity_threshold=0.001
------------------------------------------------------------
delta = 7.1
Epoch 1: A_NQ = 94.41, H_NQ = 981900, A_Q = 93.32, H_Q = 53223, zstd_ratio = 3.51%, sparse_ratio = 2.73%, sparsity = 87.27% , sparse_accuracy = 93.31, training_time = 1054s
Epoch 27: A_NQ = 98.38, H_NQ = 981872, A_Q = 98.26, H_Q = 22619, zstd_ratio = 1.71%, sparse_ratio = 1.25%, sparsity = 96.31% , sparse_accuracy = 98.27, training_time = 1204s
Epoch 28: A_NQ = 98.48, H_NQ = 981888, A_Q = 98.49, H_Q = 22375, zstd_ratio = 1.69%, sparse_ratio = 1.23%, sparsity = 96.36% , sparse_accuracy = 98.47, training_time = 1193s
Epoch 29: A_NQ = 98.21, H_NQ = 981836, A_Q = 98.13, H_Q = 22529, zstd_ratio = 1.67%, sparse_ratio = 1.24%, sparsity = 96.32% , sparse_accuracy = 98.12, training_time = 1207s
Epoch 30: A_NQ = 98.19, H_NQ = 981872, A_Q = 98.36, H_Q = 22200, zstd_ratio = 1.66%, sparse_ratio = 1.21%, sparsity = 96.39% , sparse_accuracy = 98.39, training_time = 1212s
Epoch 31: A_NQ = 98.48, H_NQ = 981908, A_Q = 98.44, H_Q = 22011, zstd_ratio = 1.64%, sparse_ratio = 1.20%, sparsity = 96.43% , sparse_accuracy = 98.44, training_time = 1203s
Epoch 32: A_NQ = 98.58, H_NQ = 981888, A_Q = 98.5, H_Q = 21434, zstd_ratio = 1.61%, sparse_ratio = 1.18%, sparsity = 96.56% , sparse_accuracy = 98.49, training_time = 1213s
Epoch 33: A_NQ = 98.19, H_NQ = 981888, A_Q = 98.29, H_Q = 22074, zstd_ratio = 1.63%, sparse_ratio = 1.20%, sparsity = 96.40% , sparse_accuracy = 98.26, training_time = 1200s
Epoch 34: A_NQ = 98.43, H_NQ = 981886, A_Q = 98.23, H_Q = 21488, zstd_ratio = 1.61%, sparse_ratio = 1.18%, sparsity = 96.55% , sparse_accuracy = 98.21, training_time = 1175s
Epoch 35: A_NQ = 98.34, H_NQ = 981787, A_Q = 98.29, H_Q = 20933, zstd_ratio = 1.59%, sparse_ratio = 1.16%, sparsity = 96.67% , sparse_accuracy = 98.29, training_time = 1176s
Epoch 36: A_NQ = 98.09, H_NQ = 981882, A_Q = 97.79, H_Q = 21319, zstd_ratio = 1.59%, sparse_ratio = 1.17%, sparsity = 96.58% , sparse_accuracy = 97.8, training_time = 1183s
Epoch 37: A_NQ = 96.46, H_NQ = 981279, A_Q = 98.5, H_Q = 20895, zstd_ratio = 1.58%, sparse_ratio = 1.14%, sparsity = 96.67% , sparse_accuracy = 98.5, training_time = 1201s
Epoch 38: A_NQ = 98.23, H_NQ = 981854, A_Q = 98.1, H_Q = 21371, zstd_ratio = 1.60%, sparse_ratio = 1.17%, sparsity = 96.57% , sparse_accuracy = 98.11, training_time = 1208s
Epoch 39: A_NQ = 98.3, H_NQ = 981872, A_Q = 98.32, H_Q = 20778, zstd_ratio = 1.56%, sparse_ratio = 1.14%, sparsity = 96.70% , sparse_accuracy = 98.32, training_time = 1220s
Epoch 40: A_NQ = 98.42, H_NQ = 981902, A_Q = 98.65, H_Q = 20825, zstd_ratio = 1.57%, sparse_ratio = 1.14%, sparsity = 96.69% , sparse_accuracy = 98.65, training_time = 1226s
Epoch 41: A_NQ = 98.29, H_NQ = 981896, A_Q = 98.67, H_Q = 20743, zstd_ratio = 1.55%, sparse_ratio = 1.13%, sparsity = 96.70% , sparse_accuracy = 98.67, training_time = 1214s
Epoch 42: A_NQ = 98.21, H_NQ = 981788, A_Q = 98.49, H_Q = 20771, zstd_ratio = 1.54%, sparse_ratio = 1.14%, sparsity = 96.69% , sparse_accuracy = 98.46, training_time = 1192s
Epoch 43: A_NQ = 98.24, H_NQ = 981874, A_Q = 98.42, H_Q = 20633, zstd_ratio = 1.55%, sparse_ratio = 1.12%, sparsity = 96.71% , sparse_accuracy = 98.42, training_time = 1164s
Epoch 44: A_NQ = 98.19, H_NQ = 981838, A_Q = 98.29, H_Q = 20225, zstd_ratio = 1.50%, sparse_ratio = 1.11%, sparsity = 96.80% , sparse_accuracy = 98.28, training_time = 1183s
Epoch 45: A_NQ = 97.91, H_NQ = 981856, A_Q = 98.08, H_Q = 21018, zstd_ratio = 1.57%, sparse_ratio = 1.14%, sparsity = 96.62% , sparse_accuracy = 98.06, training_time = 1186s
Epoch 46: A_NQ = 98.48, H_NQ = 981836, A_Q = 98.38, H_Q = 20417, zstd_ratio = 1.51%, sparse_ratio = 1.12%, sparsity = 96.76% , sparse_accuracy = 98.38, training_time = 1164s
Epoch 47: A_NQ = 98.5, H_NQ = 981870, A_Q = 98.12, H_Q = 20429, zstd_ratio = 1.52%, sparse_ratio = 1.12%, sparsity = 96.76% , sparse_accuracy = 98.13, training_time = 1156s
Epoch 48: A_NQ = 98.26, H_NQ = 981900, A_Q = 98.18, H_Q = 20664, zstd_ratio = 1.51%, sparse_ratio = 1.11%, sparsity = 96.70% , sparse_accuracy = 98.17, training_time = 1153s
Epoch 49: A_NQ = 98.67, H_NQ = 981860, A_Q = 98.58, H_Q = 20463, zstd_ratio = 1.50%, sparse_ratio = 1.12%, sparsity = 96.73% , sparse_accuracy = 98.59, training_time = 1131s
Epoch 50: A_NQ = 98.46, H_NQ = 981762, A_Q = 98.32, H_Q = 19817, zstd_ratio = 1.48%, sparse_ratio = 1.09%, sparsity = 96.88% , sparse_accuracy = 98.35, training_time = 1112s
Epoch 51: A_NQ = 98.63, H_NQ = 981828, A_Q = 98.61, H_Q = 20286, zstd_ratio = 1.50%, sparse_ratio = 1.10%, sparsity = 96.77% , sparse_accuracy = 98.61, training_time = 1035s
Epoch 52: A_NQ = 98.71, H_NQ = 981800, A_Q = 98.58, H_Q = 20377, zstd_ratio = 1.50%, sparse_ratio = 1.11%, sparsity = 96.75% , sparse_accuracy = 98.59, training_time = 1116s
Epoch 53: A_NQ = 98.4, H_NQ = 981394, A_Q = 98.47, H_Q = 20200, zstd_ratio = 1.50%, sparse_ratio = 1.10%, sparsity = 96.80% , sparse_accuracy = 98.49, training_time = 1072s
Epoch 54: A_NQ = 98.28, H_NQ = 981878, A_Q = 98.44, H_Q = 20212, zstd_ratio = 1.49%, sparse_ratio = 1.10%, sparsity = 96.80% , sparse_accuracy = 98.44, training_time = 1112s
Epoch 55: A_NQ = 98.5, H_NQ = 981894, A_Q = 98.48, H_Q = 20912, zstd_ratio = 1.52%, sparse_ratio = 1.12%, sparsity = 96.63% , sparse_accuracy = 98.48, training_time = 1114s
Epoch 56: A_NQ = 98.54, H_NQ = 981892, A_Q = 98.48, H_Q = 20191, zstd_ratio = 1.47%, sparse_ratio = 1.10%, sparsity = 96.79% , sparse_accuracy = 98.47, training_time = 1109s
Epoch 57: A_NQ = 98.33, H_NQ = 981802, A_Q = 98.55, H_Q = 19592, zstd_ratio = 1.45%, sparse_ratio = 1.06%, sparsity = 96.93% , sparse_accuracy = 98.56, training_time = 1291s
Epoch 58: A_NQ = 98.36, H_NQ = 981768, A_Q = 98.28, H_Q = 19534, zstd_ratio = 1.44%, sparse_ratio = 1.07%, sparsity = 96.93% , sparse_accuracy = 98.3, training_time = 1281s
Epoch 59: A_NQ = 98.29, H_NQ = 981795, A_Q = 98.68, H_Q = 19528, zstd_ratio = 1.45%, sparse_ratio = 1.06%, sparsity = 96.93% , sparse_accuracy = 98.67, training_time = 1280s
Epoch 60: A_NQ = 98.52, H_NQ = 981754, A_Q = 98.6, H_Q = 19969, zstd_ratio = 1.46%, sparse_ratio = 1.08%, sparsity = 96.83% , sparse_accuracy = 98.56, training_time = 1270s
Epoch 61: A_NQ = 98.36, H_NQ = 981874, A_Q = 98.6, H_Q = 19933, zstd_ratio = 1.47%, sparse_ratio = 1.08%, sparsity = 96.84% , sparse_accuracy = 98.61, training_time = 1276s
Epoch 62: A_NQ = 98.71, H_NQ = 981860, A_Q = 98.39, H_Q = 19555, zstd_ratio = 1.47%, sparse_ratio = 1.07%, sparsity = 96.93% , sparse_accuracy = 98.41, training_time = 1253s
Epoch 63: A_NQ = 98.21, H_NQ = 981872, A_Q = 98.44, H_Q = 19849, zstd_ratio = 1.47%, sparse_ratio = 1.08%, sparsity = 96.86% , sparse_accuracy = 98.44, training_time = 1278s
Epoch 64: A_NQ = 98.35, H_NQ = 981858, A_Q = 98.32, H_Q = 19695, zstd_ratio = 1.45%, sparse_ratio = 1.08%, sparsity = 96.89% , sparse_accuracy = 98.31, training_time = 1220s
Epoch 65: A_NQ = 98.62, H_NQ = 981820, A_Q = 98.49, H_Q = 19599, zstd_ratio = 1.46%, sparse_ratio = 1.07%, sparsity = 96.91% , sparse_accuracy = 98.5, training_time = 1277s
Epoch 66: A_NQ = 98.83, H_NQ = 981816, A_Q = 98.62, H_Q = 19386, zstd_ratio = 1.43%, sparse_ratio = 1.05%, sparsity = 96.96% , sparse_accuracy = 98.62, training_time = 1201s
Epoch 67: A_NQ = 98.58, H_NQ = 981860, A_Q = 98.73, H_Q = 19855, zstd_ratio = 1.45%, sparse_ratio = 1.08%, sparsity = 96.86% , sparse_accuracy = 98.73, training_time = 1175s
Epoch 68: A_NQ = 97.94, H_NQ = 981754, A_Q = 98.52, H_Q = 19553, zstd_ratio = 1.45%, sparse_ratio = 1.07%, sparsity = 96.92% , sparse_accuracy = 98.49, training_time = 1152s
Epoch 69: A_NQ = 98.49, H_NQ = 981888, A_Q = 98.47, H_Q = 19045, zstd_ratio = 1.42%, sparse_ratio = 1.04%, sparsity = 97.03% , sparse_accuracy = 98.48, training_time = 1245s
Epoch 70: A_NQ = 98.01, H_NQ = 981522, A_Q = 98.73, H_Q = 18991, zstd_ratio = 1.42%, sparse_ratio = 1.03%, sparsity = 97.04% , sparse_accuracy = 98.72, training_time = 1207s
Epoch 71: A_NQ = 98.62, H_NQ = 981880, A_Q = 98.54, H_Q = 18791, zstd_ratio = 1.41%, sparse_ratio = 1.03%, sparsity = 97.08% , sparse_accuracy = 98.53, training_time = 1199s
Epoch 72: A_NQ = 98.44, H_NQ = 981890, A_Q = 98.44, H_Q = 18901, zstd_ratio = 1.42%, sparse_ratio = 1.04%, sparsity = 97.05% , sparse_accuracy = 98.45, training_time = 1201s
Epoch 73: A_NQ = 98.44, H_NQ = 981878, A_Q = 98.41, H_Q = 19110, zstd_ratio = 1.43%, sparse_ratio = 1.04%, sparsity = 97.01% , sparse_accuracy = 98.4, training_time = 1246s
Epoch 74: A_NQ = 98.72, H_NQ = 981772, A_Q = 98.6, H_Q = 19088, zstd_ratio = 1.42%, sparse_ratio = 1.05%, sparsity = 97.02% , sparse_accuracy = 98.6, training_time = 1200s
Epoch 75: A_NQ = 98.82, H_NQ = 981800, A_Q = 98.68, H_Q = 19345, zstd_ratio = 1.43%, sparse_ratio = 1.05%, sparsity = 96.96% , sparse_accuracy = 98.7, training_time = 1190s
Epoch 76: A_NQ = 98.68, H_NQ = 981866, A_Q = 98.73, H_Q = 19110, zstd_ratio = 1.45%, sparse_ratio = 1.04%, sparsity = 97.01% , sparse_accuracy = 98.72, training_time = 1171s
Epoch 77: A_NQ = 98.54, H_NQ = 981856, A_Q = 98.56, H_Q = 18714, zstd_ratio = 1.40%, sparse_ratio = 1.02%, sparsity = 97.10% , sparse_accuracy = 98.55, training_time = 1243s
Epoch 78: A_NQ = 98.42, H_NQ = 981808, A_Q = 98.15, H_Q = 18959, zstd_ratio = 1.41%, sparse_ratio = 1.03%, sparsity = 97.04% , sparse_accuracy = 98.14, training_time = 1162s
Epoch 79: A_NQ = 98.71, H_NQ = 981894, A_Q = 98.75, H_Q = 18983, zstd_ratio = 1.41%, sparse_ratio = 1.03%, sparsity = 97.03% , sparse_accuracy = 98.73, training_time = 1119s
Epoch 80: A_NQ = 98.44, H_NQ = 981792, A_Q = 98.5, H_Q = 18960, zstd_ratio = 1.41%, sparse_ratio = 1.03%, sparsity = 97.04% , sparse_accuracy = 98.5, training_time = 1141s
Epoch 81: A_NQ = 98.54, H_NQ = 981784, A_Q = 98.39, H_Q = 19260, zstd_ratio = 1.41%, sparse_ratio = 1.04%, sparsity = 96.97% , sparse_accuracy = 98.41, training_time = 1226s
Epoch 82: A_NQ = 98.24, H_NQ = 981848, A_Q = 98.15, H_Q = 19269, zstd_ratio = 1.43%, sparse_ratio = 1.04%, sparsity = 96.97% , sparse_accuracy = 98.18, training_time = 1155s
Epoch 83: A_NQ = 97.98, H_NQ = 981690, A_Q = 98.46, H_Q = 18495, zstd_ratio = 1.38%, sparse_ratio = 1.02%, sparsity = 97.14% , sparse_accuracy = 98.44, training_time = 1096s
Epoch 84: A_NQ = 98.7, H_NQ = 981625, A_Q = 98.57, H_Q = 18995, zstd_ratio = 1.40%, sparse_ratio = 1.03%, sparsity = 97.03% , sparse_accuracy = 98.55, training_time = 1077s
Epoch 85: A_NQ = 98.57, H_NQ = 981842, A_Q = 98.46, H_Q = 19013, zstd_ratio = 1.42%, sparse_ratio = 1.04%, sparsity = 97.03% , sparse_accuracy = 98.49, training_time = 1203s
Epoch 86: A_NQ = 98.64, H_NQ = 981868, A_Q = 98.58, H_Q = 19370, zstd_ratio = 1.42%, sparse_ratio = 1.05%, sparsity = 96.94% , sparse_accuracy = 98.59, training_time = 1103s
Epoch 87: A_NQ = 98.45, H_NQ = 981872, A_Q = 98.44, H_Q = 19159, zstd_ratio = 1.41%, sparse_ratio = 1.05%, sparsity = 96.99% , sparse_accuracy = 98.44, training_time = 1029s
Epoch 88: A_NQ = 98.49, H_NQ = 981770, A_Q = 98.68, H_Q = 18816, zstd_ratio = 1.40%, sparse_ratio = 1.03%, sparsity = 97.06% , sparse_accuracy = 98.67, training_time = 1027s
Epoch 89: A_NQ = 98.17, H_NQ = 981850, A_Q = 98.39, H_Q = 18686, zstd_ratio = 1.41%, sparse_ratio = 1.03%, sparsity = 97.09% , sparse_accuracy = 98.37, training_time = 1025s
Epoch 90: A_NQ = 98.68, H_NQ = 981904, A_Q = 98.54, H_Q = 19877, zstd_ratio = 1.44%, sparse_ratio = 1.07%, sparsity = 96.82% , sparse_accuracy = 98.54, training_time = 1028s
Epoch 91: A_NQ = 98.68, H_NQ = 981878, A_Q = 98.61, H_Q = 18408, zstd_ratio = 1.37%, sparse_ratio = 1.01%, sparsity = 97.15% , sparse_accuracy = 98.58, training_time = 1019s
Epoch 92: A_NQ = 98.33, H_NQ = 981906, A_Q = 98.53, H_Q = 19236, zstd_ratio = 1.42%, sparse_ratio = 1.05%, sparsity = 96.96% , sparse_accuracy = 98.53, training_time = 1100s
Epoch 93: A_NQ = 98.65, H_NQ = 981820, A_Q = 98.45, H_Q = 19216, zstd_ratio = 1.41%, sparse_ratio = 1.05%, sparsity = 96.96% , sparse_accuracy = 98.46, training_time = 1029s
Epoch 94: A_NQ = 98.57, H_NQ = 981900, A_Q = 98.48, H_Q = 18712, zstd_ratio = 1.38%, sparse_ratio = 1.02%, sparsity = 97.08% , sparse_accuracy = 98.45, training_time = 1018s
Epoch 95: A_NQ = 98.42, H_NQ = 981892, A_Q = 98.35, H_Q = 19031, zstd_ratio = 1.40%, sparse_ratio = 1.03%, sparsity = 97.01% , sparse_accuracy = 98.31, training_time = 1026s
Epoch 96: A_NQ = 97.9, H_NQ = 981798, A_Q = 98.59, H_Q = 18558, zstd_ratio = 1.38%, sparse_ratio = 1.02%, sparsity = 97.11% , sparse_accuracy = 98.58, training_time = 1026s
Epoch 97: A_NQ = 98.8, H_NQ = 981890, A_Q = 98.64, H_Q = 18521, zstd_ratio = 1.37%, sparse_ratio = 1.01%, sparsity = 97.11% , sparse_accuracy = 98.63, training_time = 1029s
Epoch 98: A_NQ = 98.56, H_NQ = 981838, A_Q = 98.38, H_Q = 18575, zstd_ratio = 1.38%, sparse_ratio = 1.01%, sparsity = 97.10% , sparse_accuracy = 98.38, training_time = 1028s
Epoch 99: A_NQ = 98.38, H_NQ = 981670, A_Q = 98.54, H_Q = 18664, zstd_ratio = 1.37%, sparse_ratio = 1.01%, sparsity = 97.08% , sparse_accuracy = 98.53, training_time = 1027s
Epoch 100: A_NQ = 98.27, H_NQ = 981670, A_Q = 98.53, H_Q = 18692, zstd_ratio = 1.38%, sparse_ratio = 1.02%, sparsity = 97.07% , sparse_accuracy = 98.54, training_time = 1029s
------------------------------------------------------------
delta = 5.9
Epoch 1: A_NQ = 94.28, H_NQ = 981904, A_Q = 94.86, H_Q = 52239, zstd_ratio = 3.19%, sparse_ratio = 2.50%, sparsity = 87.88% , sparse_accuracy = 94.94, training_time = 993s
Epoch 2: A_NQ = 96.87, H_NQ = 981836, A_Q = 96.97, H_Q = 44704, zstd_ratio = 2.90%, sparse_ratio = 2.23%, sparsity = 90.54% , sparse_accuracy = 96.96, training_time = 1235s
Epoch 3: A_NQ = 96.92, H_NQ = 981908, A_Q = 97.49, H_Q = 41755, zstd_ratio = 2.74%, sparse_ratio = 2.11%, sparsity = 91.49% , sparse_accuracy = 97.53, training_time = 1316s
Epoch 4: A_NQ = 97.13, H_NQ = 981742, A_Q = 97.9, H_Q = 37526, zstd_ratio = 2.54%, sparse_ratio = 1.93%, sparsity = 92.71% , sparse_accuracy = 97.91, training_time = 1362s
Epoch 5: A_NQ = 98.07, H_NQ = 981882, A_Q = 97.78, H_Q = 34928, zstd_ratio = 2.40%, sparse_ratio = 1.81%, sparsity = 93.42% , sparse_accuracy = 97.78, training_time = 1341s
Epoch 6: A_NQ = 98.2, H_NQ = 981902, A_Q = 98.27, H_Q = 32793, zstd_ratio = 2.26%, sparse_ratio = 1.70%, sparsity = 93.97% , sparse_accuracy = 98.28, training_time = 1248s
Epoch 7: A_NQ = 97.62, H_NQ = 981904, A_Q = 98.2, H_Q = 31520, zstd_ratio = 2.21%, sparse_ratio = 1.66%, sparsity = 94.30% , sparse_accuracy = 98.21, training_time = 1290s
Epoch 8: A_NQ = 98.29, H_NQ = 981886, A_Q = 97.74, H_Q = 29873, zstd_ratio = 2.14%, sparse_ratio = 1.59%, sparsity = 94.71% , sparse_accuracy = 97.71, training_time = 1380s
Epoch 9: A_NQ = 98.08, H_NQ = 981864, A_Q = 98.06, H_Q = 29597, zstd_ratio = 2.09%, sparse_ratio = 1.57%, sparsity = 94.77% , sparse_accuracy = 98.07, training_time = 1344s
Epoch 10: A_NQ = 98.26, H_NQ = 981839, A_Q = 97.98, H_Q = 29139, zstd_ratio = 2.07%, sparse_ratio = 1.54%, sparsity = 94.87% , sparse_accuracy = 97.95, training_time = 1331s
Epoch 11: A_NQ = 98.24, H_NQ = 981834, A_Q = 98.27, H_Q = 27968, zstd_ratio = 2.01%, sparse_ratio = 1.49%, sparsity = 95.16% , sparse_accuracy = 98.27, training_time = 1319s
Epoch 12: A_NQ = 98.26, H_NQ = 981908, A_Q = 98.2, H_Q = 27873, zstd_ratio = 2.00%, sparse_ratio = 1.48%, sparsity = 95.17% , sparse_accuracy = 98.2, training_time = 1370s
Epoch 13: A_NQ = 98.39, H_NQ = 981870, A_Q = 98.61, H_Q = 27202, zstd_ratio = 1.98%, sparse_ratio = 1.46%, sparsity = 95.33% , sparse_accuracy = 98.61, training_time = 1376s
Epoch 14: A_NQ = 98.42, H_NQ = 981860, A_Q = 98.45, H_Q = 26533, zstd_ratio = 1.92%, sparse_ratio = 1.43%, sparsity = 95.49% , sparse_accuracy = 98.46, training_time = 1306s
Epoch 15: A_NQ = 98.41, H_NQ = 981900, A_Q = 98.57, H_Q = 25663, zstd_ratio = 1.86%, sparse_ratio = 1.38%, sparsity = 95.69% , sparse_accuracy = 98.58, training_time = 1326s
Epoch 16: A_NQ = 98.25, H_NQ = 981870, A_Q = 98.47, H_Q = 25353, zstd_ratio = 1.87%, sparse_ratio = 1.37%, sparsity = 95.76% , sparse_accuracy = 98.47, training_time = 1382s
Epoch 17: A_NQ = 98.7, H_NQ = 981882, A_Q = 98.66, H_Q = 24831, zstd_ratio = 1.81%, sparse_ratio = 1.34%, sparsity = 95.88% , sparse_accuracy = 98.66, training_time = 1369s
Epoch 18: A_NQ = 98.63, H_NQ = 981806, A_Q = 98.11, H_Q = 24451, zstd_ratio = 1.83%, sparse_ratio = 1.32%, sparsity = 95.97% , sparse_accuracy = 98.1, training_time = 1432s
Epoch 19: A_NQ = 98.38, H_NQ = 981820, A_Q = 98.68, H_Q = 24414, zstd_ratio = 1.79%, sparse_ratio = 1.32%, sparsity = 95.97% , sparse_accuracy = 98.69, training_time = 1387s
Epoch 20: A_NQ = 98.24, H_NQ = 981810, A_Q = 98.06, H_Q = 24194, zstd_ratio = 1.79%, sparse_ratio = 1.31%, sparsity = 96.02% , sparse_accuracy = 98.05, training_time = 1295s
Epoch 21: A_NQ = 98.54, H_NQ = 981862, A_Q = 98.26, H_Q = 23752, zstd_ratio = 1.74%, sparse_ratio = 1.29%, sparsity = 96.11% , sparse_accuracy = 98.26, training_time = 1297s
Epoch 22: A_NQ = 98.51, H_NQ = 981914, A_Q = 98.55, H_Q = 23763, zstd_ratio = 1.75%, sparse_ratio = 1.29%, sparsity = 96.11% , sparse_accuracy = 98.58, training_time = 1294s
Epoch 23: A_NQ = 98.5, H_NQ = 981565, A_Q = 98.25, H_Q = 24126, zstd_ratio = 1.75%, sparse_ratio = 1.30%, sparsity = 96.03% , sparse_accuracy = 98.23, training_time = 1365s
Epoch 24: A_NQ = 98.17, H_NQ = 981878, A_Q = 97.95, H_Q = 23504, zstd_ratio = 1.73%, sparse_ratio = 1.26%, sparsity = 96.16% , sparse_accuracy = 97.93, training_time = 1299s
Epoch 25: A_NQ = 98.56, H_NQ = 981898, A_Q = 98.48, H_Q = 22869, zstd_ratio = 1.69%, sparse_ratio = 1.24%, sparsity = 96.30% , sparse_accuracy = 98.48, training_time = 1255s
Epoch 26: A_NQ = 98.41, H_NQ = 981614, A_Q = 98.41, H_Q = 23068, zstd_ratio = 1.68%, sparse_ratio = 1.24%, sparsity = 96.26% , sparse_accuracy = 98.4, training_time = 1310s
Epoch 27: A_NQ = 98.81, H_NQ = 981848, A_Q = 98.59, H_Q = 22276, zstd_ratio = 1.67%, sparse_ratio = 1.22%, sparsity = 96.43% , sparse_accuracy = 98.58, training_time = 1308s
Epoch 28: A_NQ = 98.34, H_NQ = 981890, A_Q = 98.73, H_Q = 23818, zstd_ratio = 1.69%, sparse_ratio = 1.27%, sparsity = 96.07% , sparse_accuracy = 98.71, training_time = 1372s
Epoch 29: A_NQ = 98.6, H_NQ = 981906, A_Q = 98.43, H_Q = 22111, zstd_ratio = 1.65%, sparse_ratio = 1.21%, sparsity = 96.46% , sparse_accuracy = 98.44, training_time = 1328s
Epoch 30: A_NQ = 98.39, H_NQ = 981570, A_Q = 98.49, H_Q = 22687, zstd_ratio = 1.68%, sparse_ratio = 1.23%, sparsity = 96.34% , sparse_accuracy = 98.51, training_time = 1336s
Epoch 31: A_NQ = 98.26, H_NQ = 981888, A_Q = 98.23, H_Q = 22200, zstd_ratio = 1.67%, sparse_ratio = 1.21%, sparsity = 96.44% , sparse_accuracy = 98.24, training_time = 1328s
Epoch 32: A_NQ = 98.56, H_NQ = 981856, A_Q = 98.63, H_Q = 21517, zstd_ratio = 1.62%, sparse_ratio = 1.18%, sparsity = 96.59% , sparse_accuracy = 98.63, training_time = 1327s
Epoch 33: A_NQ = 98.65, H_NQ = 981886, A_Q = 98.42, H_Q = 22916, zstd_ratio = 1.66%, sparse_ratio = 1.24%, sparsity = 96.26% , sparse_accuracy = 98.46, training_time = 1331s
Epoch 34: A_NQ = 98.71, H_NQ = 981846, A_Q = 98.84, H_Q = 22392, zstd_ratio = 1.64%, sparse_ratio = 1.21%, sparsity = 96.39% , sparse_accuracy = 98.85, training_time = 1374s
Epoch 35: A_NQ = 98.32, H_NQ = 981882, A_Q = 98.67, H_Q = 22465, zstd_ratio = 1.66%, sparse_ratio = 1.21%, sparsity = 96.37% , sparse_accuracy = 98.63, training_time = 1402s
Epoch 36: A_NQ = 98.49, H_NQ = 981868, A_Q = 98.79, H_Q = 22143, zstd_ratio = 1.63%, sparse_ratio = 1.20%, sparsity = 96.44% , sparse_accuracy = 98.79, training_time = 1424s
Epoch 37: A_NQ = 98.62, H_NQ = 981880, A_Q = 98.44, H_Q = 21648, zstd_ratio = 1.64%, sparse_ratio = 1.19%, sparsity = 96.55% , sparse_accuracy = 98.45, training_time = 1282s
Epoch 38: A_NQ = 98.53, H_NQ = 981827, A_Q = 98.57, H_Q = 21540, zstd_ratio = 1.61%, sparse_ratio = 1.18%, sparsity = 96.57% , sparse_accuracy = 98.56, training_time = 1382s
Epoch 39: A_NQ = 98.84, H_NQ = 981878, A_Q = 98.85, H_Q = 21567, zstd_ratio = 1.63%, sparse_ratio = 1.20%, sparsity = 96.56% , sparse_accuracy = 98.84, training_time = 1399s
Epoch 40: A_NQ = 98.17, H_NQ = 981796, A_Q = 98.08, H_Q = 21737, zstd_ratio = 1.63%, sparse_ratio = 1.18%, sparsity = 96.54% , sparse_accuracy = 98.08, training_time = 1326s
Epoch 41: A_NQ = 98.36, H_NQ = 981882, A_Q = 98.47, H_Q = 21967, zstd_ratio = 1.64%, sparse_ratio = 1.20%, sparsity = 96.48% , sparse_accuracy = 98.5, training_time = 1352s
Epoch 42: A_NQ = 98.24, H_NQ = 981834, A_Q = 97.94, H_Q = 21547, zstd_ratio = 1.61%, sparse_ratio = 1.19%, sparsity = 96.57% , sparse_accuracy = 97.92, training_time = 1316s
Epoch 43: A_NQ = 98.45, H_NQ = 981896, A_Q = 98.68, H_Q = 22012, zstd_ratio = 1.63%, sparse_ratio = 1.20%, sparsity = 96.47% , sparse_accuracy = 98.68, training_time = 1317s
Epoch 44: A_NQ = 98.25, H_NQ = 981910, A_Q = 98.35, H_Q = 21356, zstd_ratio = 1.61%, sparse_ratio = 1.18%, sparsity = 96.61% , sparse_accuracy = 98.37, training_time = 1292s
Epoch 45: A_NQ = 98.83, H_NQ = 981870, A_Q = 98.6, H_Q = 21468, zstd_ratio = 1.62%, sparse_ratio = 1.18%, sparsity = 96.58% , sparse_accuracy = 98.59, training_time = 1294s
Epoch 46: A_NQ = 98.31, H_NQ = 981898, A_Q = 98.81, H_Q = 21869, zstd_ratio = 1.62%, sparse_ratio = 1.20%, sparsity = 96.48% , sparse_accuracy = 98.78, training_time = 1281s
Epoch 47: A_NQ = 98.93, H_NQ = 981856, A_Q = 98.7, H_Q = 21116, zstd_ratio = 1.60%, sparse_ratio = 1.17%, sparsity = 96.65% , sparse_accuracy = 98.7, training_time = 1256s
Epoch 48: A_NQ = 98.23, H_NQ = 981690, A_Q = 98.46, H_Q = 21380, zstd_ratio = 1.61%, sparse_ratio = 1.17%, sparsity = 96.59% , sparse_accuracy = 98.47, training_time = 1246s
Epoch 49: A_NQ = 98.03, H_NQ = 981850, A_Q = 98.57, H_Q = 21395, zstd_ratio = 1.60%, sparse_ratio = 1.18%, sparsity = 96.59% , sparse_accuracy = 98.56, training_time = 1257s
