nohup: ignoring input
=================================================================
==================== PARAMETER CONFIGURATION ====================
=================================================================
model=LeNet5_Original (rotated)
criterion=CrossEntropy
C=64
lr=0.001
lambda_reg=0.0002
alpha=0.5
[T1=lambda_reg*alpha=0.0001]
[T2=lambda_reg*(1-alpha)=0.0001]
subgradient_step=100000.0
w0=-0.031
r=2
bucket_zero=32
BestQuantization_target_acc=99.8
final_target_acc=99.7
target_zstd_ratio=0.0179
min_xi=0
max_xi=1
upper_c=1663370
lower_c=0.01
c1=10
c2=1000
first_best_indices=20
accuracy_tollerance=0.2
zeta=50000
l=0.5
n_epochs=100
max_iterations=15
train_optimizer=ADAM
entropy_optimizer=FISTA
pruning=Y
QuantizationType=center
sparsity_threshold=0.001
------------------------------------------------------------
delta = 6.3
Epoch 1: A_NQ = 95.61, H_NQ = 981906, A_Q = 96.4, H_Q = 53085, zstd_ratio = 3.50%, sparse_ratio = 2.73%, sparsity = 87.32% , sparse_accuracy = 96.4, training_time = 1397s
Epoch 84: A_NQ = 98.52, H_NQ = 981862, A_Q = 98.32, H_Q = 17748, zstd_ratio = 1.34%, sparse_ratio = 0.97%, sparsity = 97.24% , sparse_accuracy = 98.31, training_time = 1455s
Epoch 85: A_NQ = 98.44, H_NQ = 981836, A_Q = 98.25, H_Q = 17202, zstd_ratio = 1.30%, sparse_ratio = 0.95%, sparsity = 97.36% , sparse_accuracy = 98.28, training_time = 1462s
Epoch 86: A_NQ = 98.17, H_NQ = 981788, A_Q = 98.16, H_Q = 17489, zstd_ratio = 1.31%, sparse_ratio = 0.95%, sparsity = 97.30% , sparse_accuracy = 98.14, training_time = 1466s
Epoch 87: A_NQ = 98.52, H_NQ = 981860, A_Q = 98.6, H_Q = 17508, zstd_ratio = 1.32%, sparse_ratio = 0.96%, sparsity = 97.29% , sparse_accuracy = 98.61, training_time = 1050s
Epoch 88: A_NQ = 98.61, H_NQ = 981840, A_Q = 98.71, H_Q = 16848, zstd_ratio = 1.27%, sparse_ratio = 0.93%, sparsity = 97.43% , sparse_accuracy = 98.71, training_time = 1234s
Epoch 89: A_NQ = 98.63, H_NQ = 981886, A_Q = 98.76, H_Q = 17535, zstd_ratio = 1.32%, sparse_ratio = 0.96%, sparsity = 97.28% , sparse_accuracy = 98.76, training_time = 1543s
Epoch 90: A_NQ = 98.44, H_NQ = 981796, A_Q = 98.44, H_Q = 17052, zstd_ratio = 1.29%, sparse_ratio = 0.94%, sparsity = 97.39% , sparse_accuracy = 98.41, training_time = 1494s
Epoch 91: A_NQ = 98.44, H_NQ = 981846, A_Q = 98.47, H_Q = 17118, zstd_ratio = 1.30%, sparse_ratio = 0.94%, sparsity = 97.37% , sparse_accuracy = 98.49, training_time = 1213s
Epoch 92: A_NQ = 98.59, H_NQ = 981876, A_Q = 98.28, H_Q = 17065, zstd_ratio = 1.31%, sparse_ratio = 0.95%, sparsity = 97.38% , sparse_accuracy = 98.31, training_time = 1198s
Epoch 93: A_NQ = 98.27, H_NQ = 981738, A_Q = 98.32, H_Q = 16567, zstd_ratio = 1.26%, sparse_ratio = 0.93%, sparsity = 97.49% , sparse_accuracy = 98.33, training_time = 1301s
Epoch 94: A_NQ = 98.48, H_NQ = 981870, A_Q = 98.35, H_Q = 16922, zstd_ratio = 1.29%, sparse_ratio = 0.94%, sparsity = 97.42% , sparse_accuracy = 98.33, training_time = 1172s
Epoch 95: A_NQ = 98.37, H_NQ = 981864, A_Q = 98.62, H_Q = 16789, zstd_ratio = 1.29%, sparse_ratio = 0.93%, sparsity = 97.44% , sparse_accuracy = 98.61, training_time = 1159s
Epoch 96: A_NQ = 98.44, H_NQ = 981866, A_Q = 98.21, H_Q = 17379, zstd_ratio = 1.30%, sparse_ratio = 0.95%, sparsity = 97.31% , sparse_accuracy = 98.23, training_time = 1138s
Epoch 97: A_NQ = 97.63, H_NQ = 981876, A_Q = 98.38, H_Q = 16487, zstd_ratio = 1.27%, sparse_ratio = 0.91%, sparsity = 97.51% , sparse_accuracy = 98.38, training_time = 1186s
Epoch 98: A_NQ = 98.7, H_NQ = 981900, A_Q = 98.59, H_Q = 16512, zstd_ratio = 1.26%, sparse_ratio = 0.92%, sparsity = 97.50% , sparse_accuracy = 98.59, training_time = 1170s
Epoch 99: A_NQ = 98.4, H_NQ = 981880, A_Q = 98.45, H_Q = 16605, zstd_ratio = 1.28%, sparse_ratio = 0.93%, sparsity = 97.49% , sparse_accuracy = 98.43, training_time = 1086s
Epoch 100: A_NQ = 98.53, H_NQ = 981872, A_Q = 98.51, H_Q = 16880, zstd_ratio = 1.27%, sparse_ratio = 0.93%, sparsity = 97.42% , sparse_accuracy = 98.52, training_time = 1054s
------------------------------------------------------------
delta = 7.9
Epoch 1: A_NQ = 95.16, H_NQ = 981920, A_Q = 93.86, H_Q = 47815, zstd_ratio = 3.11%, sparse_ratio = 2.39%, sparsity = 88.96% , sparse_accuracy = 93.82, training_time = 1392s
Epoch 2: A_NQ = 96.58, H_NQ = 981888, A_Q = 96.84, H_Q = 40716, zstd_ratio = 2.77%, sparse_ratio = 2.09%, sparsity = 91.41% , sparse_accuracy = 96.89, training_time = 1200s
Epoch 3: A_NQ = 97.51, H_NQ = 981896, A_Q = 97.25, H_Q = 35485, zstd_ratio = 2.50%, sparse_ratio = 1.85%, sparsity = 92.97% , sparse_accuracy = 97.32, training_time = 1429s
Epoch 4: A_NQ = 95.88, H_NQ = 981856, A_Q = 96.13, H_Q = 32732, zstd_ratio = 2.32%, sparse_ratio = 1.73%, sparsity = 93.75% , sparse_accuracy = 96.08, training_time = 1616s
Epoch 5: A_NQ = 97.4, H_NQ = 981906, A_Q = 97.62, H_Q = 30187, zstd_ratio = 2.15%, sparse_ratio = 1.59%, sparsity = 94.43% , sparse_accuracy = 97.65, training_time = 1664s
Epoch 6: A_NQ = 97.64, H_NQ = 981846, A_Q = 97.78, H_Q = 28087, zstd_ratio = 2.02%, sparse_ratio = 1.50%, sparsity = 94.96% , sparse_accuracy = 97.8, training_time = 1553s
Epoch 7: A_NQ = 97.65, H_NQ = 981826, A_Q = 97.73, H_Q = 26983, zstd_ratio = 1.97%, sparse_ratio = 1.45%, sparsity = 95.24% , sparse_accuracy = 97.7, training_time = 1459s
Epoch 8: A_NQ = 97.32, H_NQ = 981842, A_Q = 97.67, H_Q = 26073, zstd_ratio = 1.91%, sparse_ratio = 1.40%, sparsity = 95.46% , sparse_accuracy = 97.67, training_time = 1427s
Epoch 9: A_NQ = 98.22, H_NQ = 981876, A_Q = 97.95, H_Q = 25180, zstd_ratio = 1.86%, sparse_ratio = 1.35%, sparsity = 95.67% , sparse_accuracy = 97.94, training_time = 1716s
Epoch 10: A_NQ = 97.27, H_NQ = 981822, A_Q = 97.97, H_Q = 24755, zstd_ratio = 1.83%, sparse_ratio = 1.33%, sparsity = 95.78% , sparse_accuracy = 97.98, training_time = 1574s
Epoch 11: A_NQ = 97.83, H_NQ = 981810, A_Q = 97.79, H_Q = 24096, zstd_ratio = 1.78%, sparse_ratio = 1.30%, sparsity = 95.92% , sparse_accuracy = 97.77, training_time = 1524s
Epoch 12: A_NQ = 97.96, H_NQ = 981844, A_Q = 98.22, H_Q = 23349, zstd_ratio = 1.74%, sparse_ratio = 1.26%, sparsity = 96.10% , sparse_accuracy = 98.24, training_time = 1540s
Epoch 13: A_NQ = 97.63, H_NQ = 981888, A_Q = 97.84, H_Q = 23185, zstd_ratio = 1.75%, sparse_ratio = 1.26%, sparsity = 96.14% , sparse_accuracy = 97.84, training_time = 1729s
Epoch 14: A_NQ = 98.17, H_NQ = 981900, A_Q = 98.24, H_Q = 22733, zstd_ratio = 1.70%, sparse_ratio = 1.23%, sparsity = 96.23% , sparse_accuracy = 98.24, training_time = 1553s
Epoch 15: A_NQ = 98.0, H_NQ = 981864, A_Q = 98.15, H_Q = 22226, zstd_ratio = 1.68%, sparse_ratio = 1.22%, sparsity = 96.34% , sparse_accuracy = 98.15, training_time = 1474s
Epoch 16: A_NQ = 97.5, H_NQ = 981688, A_Q = 98.2, H_Q = 21478, zstd_ratio = 1.63%, sparse_ratio = 1.17%, sparsity = 96.51% , sparse_accuracy = 98.18, training_time = 1509s
Epoch 17: A_NQ = 98.34, H_NQ = 981762, A_Q = 98.29, H_Q = 21162, zstd_ratio = 1.60%, sparse_ratio = 1.16%, sparsity = 96.57% , sparse_accuracy = 98.26, training_time = 1721s
Epoch 18: A_NQ = 98.07, H_NQ = 981832, A_Q = 97.83, H_Q = 21203, zstd_ratio = 1.60%, sparse_ratio = 1.16%, sparsity = 96.56% , sparse_accuracy = 97.83, training_time = 1521s
Epoch 19: A_NQ = 98.35, H_NQ = 981906, A_Q = 98.12, H_Q = 21112, zstd_ratio = 1.61%, sparse_ratio = 1.16%, sparsity = 96.58% , sparse_accuracy = 98.11, training_time = 1543s
Epoch 20: A_NQ = 98.03, H_NQ = 981858, A_Q = 98.35, H_Q = 20646, zstd_ratio = 1.59%, sparse_ratio = 1.13%, sparsity = 96.68% , sparse_accuracy = 98.38, training_time = 1488s
Epoch 21: A_NQ = 98.27, H_NQ = 981882, A_Q = 98.37, H_Q = 20464, zstd_ratio = 1.56%, sparse_ratio = 1.12%, sparsity = 96.72% , sparse_accuracy = 98.36, training_time = 1694s
Epoch 22: A_NQ = 97.67, H_NQ = 981852, A_Q = 98.44, H_Q = 20567, zstd_ratio = 1.59%, sparse_ratio = 1.13%, sparsity = 96.69% , sparse_accuracy = 98.4, training_time = 1530s
Epoch 23: A_NQ = 98.5, H_NQ = 981868, A_Q = 98.32, H_Q = 20865, zstd_ratio = 1.59%, sparse_ratio = 1.15%, sparsity = 96.63% , sparse_accuracy = 98.32, training_time = 1539s
Epoch 24: A_NQ = 98.47, H_NQ = 981598, A_Q = 98.63, H_Q = 19930, zstd_ratio = 1.56%, sparse_ratio = 1.11%, sparsity = 96.83% , sparse_accuracy = 98.65, training_time = 1541s
Epoch 25: A_NQ = 98.47, H_NQ = 981836, A_Q = 98.2, H_Q = 19999, zstd_ratio = 1.56%, sparse_ratio = 1.11%, sparsity = 96.82% , sparse_accuracy = 98.2, training_time = 1691s
Epoch 26: A_NQ = 98.36, H_NQ = 981876, A_Q = 98.26, H_Q = 19921, zstd_ratio = 1.56%, sparse_ratio = 1.12%, sparsity = 96.83% , sparse_accuracy = 98.24, training_time = 1622s
Epoch 27: A_NQ = 97.42, H_NQ = 981884, A_Q = 98.16, H_Q = 19628, zstd_ratio = 1.55%, sparse_ratio = 1.10%, sparsity = 96.90% , sparse_accuracy = 98.14, training_time = 1593s
Epoch 28: A_NQ = 98.46, H_NQ = 981896, A_Q = 98.12, H_Q = 19793, zstd_ratio = 1.55%, sparse_ratio = 1.10%, sparsity = 96.86% , sparse_accuracy = 98.09, training_time = 1572s
Epoch 29: A_NQ = 97.74, H_NQ = 981758, A_Q = 98.31, H_Q = 20173, zstd_ratio = 1.56%, sparse_ratio = 1.13%, sparsity = 96.76% , sparse_accuracy = 98.28, training_time = 1692s
Epoch 30: A_NQ = 98.28, H_NQ = 981874, A_Q = 98.57, H_Q = 18935, zstd_ratio = 1.49%, sparse_ratio = 1.07%, sparsity = 97.03% , sparse_accuracy = 98.54, training_time = 1635s
Epoch 31: A_NQ = 98.18, H_NQ = 981852, A_Q = 98.3, H_Q = 19920, zstd_ratio = 1.54%, sparse_ratio = 1.11%, sparsity = 96.82% , sparse_accuracy = 98.28, training_time = 1659s
Epoch 32: A_NQ = 97.73, H_NQ = 981812, A_Q = 97.91, H_Q = 20104, zstd_ratio = 1.55%, sparse_ratio = 1.12%, sparsity = 96.78% , sparse_accuracy = 97.92, training_time = 1667s
Epoch 33: A_NQ = 98.32, H_NQ = 981896, A_Q = 98.59, H_Q = 20041, zstd_ratio = 1.55%, sparse_ratio = 1.10%, sparsity = 96.80% , sparse_accuracy = 98.59, training_time = 1675s
Epoch 34: A_NQ = 98.58, H_NQ = 981883, A_Q = 98.29, H_Q = 19941, zstd_ratio = 1.56%, sparse_ratio = 1.12%, sparsity = 96.82% , sparse_accuracy = 98.28, training_time = 1550s
Epoch 35: A_NQ = 98.41, H_NQ = 981760, A_Q = 98.41, H_Q = 18924, zstd_ratio = 1.50%, sparse_ratio = 1.06%, sparsity = 97.05% , sparse_accuracy = 98.42, training_time = 1366s
Epoch 36: A_NQ = 98.41, H_NQ = 981808, A_Q = 98.58, H_Q = 18593, zstd_ratio = 1.47%, sparse_ratio = 1.05%, sparsity = 97.12% , sparse_accuracy = 98.57, training_time = 1427s
Epoch 37: A_NQ = 98.25, H_NQ = 981659, A_Q = 98.32, H_Q = 18628, zstd_ratio = 1.48%, sparse_ratio = 1.05%, sparsity = 97.11% , sparse_accuracy = 98.34, training_time = 1617s
Epoch 38: A_NQ = 98.37, H_NQ = 981802, A_Q = 98.58, H_Q = 18641, zstd_ratio = 1.48%, sparse_ratio = 1.05%, sparsity = 97.10% , sparse_accuracy = 98.56, training_time = 1651s
Epoch 39: A_NQ = 98.26, H_NQ = 981870, A_Q = 98.28, H_Q = 18846, zstd_ratio = 1.48%, sparse_ratio = 1.06%, sparsity = 97.06% , sparse_accuracy = 98.32, training_time = 1543s
Epoch 40: A_NQ = 98.57, H_NQ = 981772, A_Q = 98.5, H_Q = 18609, zstd_ratio = 1.45%, sparse_ratio = 1.05%, sparsity = 97.11% , sparse_accuracy = 98.51, training_time = 1471s
Epoch 41: A_NQ = 98.25, H_NQ = 981878, A_Q = 98.29, H_Q = 19528, zstd_ratio = 1.51%, sparse_ratio = 1.08%, sparsity = 96.91% , sparse_accuracy = 98.28, training_time = 1641s
Epoch 42: A_NQ = 98.73, H_NQ = 981826, A_Q = 98.69, H_Q = 18757, zstd_ratio = 1.47%, sparse_ratio = 1.06%, sparsity = 97.07% , sparse_accuracy = 98.7, training_time = 1497s
Epoch 43: A_NQ = 98.62, H_NQ = 981886, A_Q = 98.51, H_Q = 18539, zstd_ratio = 1.47%, sparse_ratio = 1.05%, sparsity = 97.13% , sparse_accuracy = 98.52, training_time = 1286s
Epoch 44: A_NQ = 98.22, H_NQ = 981888, A_Q = 98.3, H_Q = 18602, zstd_ratio = 1.46%, sparse_ratio = 1.04%, sparsity = 97.10% , sparse_accuracy = 98.31, training_time = 1462s
Epoch 45: A_NQ = 98.59, H_NQ = 981802, A_Q = 98.48, H_Q = 18387, zstd_ratio = 1.46%, sparse_ratio = 1.03%, sparsity = 97.14% , sparse_accuracy = 98.49, training_time = 1384s
Epoch 46: A_NQ = 98.5, H_NQ = 981845, A_Q = 98.58, H_Q = 18484, zstd_ratio = 1.47%, sparse_ratio = 1.04%, sparsity = 97.12% , sparse_accuracy = 98.57, training_time = 1501s
Epoch 47: A_NQ = 98.44, H_NQ = 981854, A_Q = 98.65, H_Q = 18484, zstd_ratio = 1.44%, sparse_ratio = 1.04%, sparsity = 97.11% , sparse_accuracy = 98.65, training_time = 1613s
Epoch 48: A_NQ = 98.53, H_NQ = 981872, A_Q = 98.62, H_Q = 18465, zstd_ratio = 1.46%, sparse_ratio = 1.04%, sparsity = 97.12% , sparse_accuracy = 98.6, training_time = 1653s
Epoch 49: A_NQ = 98.25, H_NQ = 981838, A_Q = 98.36, H_Q = 18117, zstd_ratio = 1.41%, sparse_ratio = 1.02%, sparsity = 97.20% , sparse_accuracy = 98.38, training_time = 1463s
Epoch 50: A_NQ = 98.29, H_NQ = 981890, A_Q = 98.41, H_Q = 18554, zstd_ratio = 1.45%, sparse_ratio = 1.04%, sparsity = 97.10% , sparse_accuracy = 98.4, training_time = 1533s
Epoch 51: A_NQ = 98.6, H_NQ = 981856, A_Q = 98.54, H_Q = 18649, zstd_ratio = 1.47%, sparse_ratio = 1.04%, sparsity = 97.07% , sparse_accuracy = 98.55, training_time = 1678s
Epoch 52: A_NQ = 98.35, H_NQ = 981788, A_Q = 98.5, H_Q = 18646, zstd_ratio = 1.47%, sparse_ratio = 1.04%, sparsity = 97.07% , sparse_accuracy = 98.45, training_time = 1524s
Epoch 53: A_NQ = 98.51, H_NQ = 981898, A_Q = 98.4, H_Q = 18964, zstd_ratio = 1.47%, sparse_ratio = 1.05%, sparsity = 97.01% , sparse_accuracy = 98.39, training_time = 1410s
Epoch 54: A_NQ = 98.46, H_NQ = 981856, A_Q = 98.55, H_Q = 18435, zstd_ratio = 1.44%, sparse_ratio = 1.02%, sparsity = 97.12% , sparse_accuracy = 98.54, training_time = 1418s
Epoch 55: A_NQ = 98.39, H_NQ = 981682, A_Q = 98.5, H_Q = 18085, zstd_ratio = 1.42%, sparse_ratio = 1.00%, sparsity = 97.20% , sparse_accuracy = 98.49, training_time = 1672s
Epoch 56: A_NQ = 97.9, H_NQ = 981828, A_Q = 98.34, H_Q = 17896, zstd_ratio = 1.40%, sparse_ratio = 1.01%, sparsity = 97.24% , sparse_accuracy = 98.37, training_time = 1521s
Epoch 57: A_NQ = 98.51, H_NQ = 981886, A_Q = 98.55, H_Q = 17824, zstd_ratio = 1.39%, sparse_ratio = 1.00%, sparsity = 97.25% , sparse_accuracy = 98.55, training_time = 1396s
Epoch 58: A_NQ = 98.55, H_NQ = 981806, A_Q = 98.65, H_Q = 17177, zstd_ratio = 1.35%, sparse_ratio = 0.97%, sparsity = 97.39% , sparse_accuracy = 98.67, training_time = 1469s
Epoch 59: A_NQ = 98.28, H_NQ = 981870, A_Q = 98.22, H_Q = 17902, zstd_ratio = 1.42%, sparse_ratio = 1.01%, sparsity = 97.23% , sparse_accuracy = 98.26, training_time = 1646s
Epoch 60: A_NQ = 98.38, H_NQ = 981878, A_Q = 98.44, H_Q = 17817, zstd_ratio = 1.39%, sparse_ratio = 1.01%, sparsity = 97.25% , sparse_accuracy = 98.46, training_time = 1541s
Epoch 61: A_NQ = 98.43, H_NQ = 981842, A_Q = 98.67, H_Q = 17678, zstd_ratio = 1.39%, sparse_ratio = 1.00%, sparsity = 97.27% , sparse_accuracy = 98.63, training_time = 1435s
Epoch 62: A_NQ = 98.51, H_NQ = 981826, A_Q = 98.71, H_Q = 17352, zstd_ratio = 1.37%, sparse_ratio = 0.98%, sparsity = 97.35% , sparse_accuracy = 98.69, training_time = 1422s
Epoch 63: A_NQ = 98.48, H_NQ = 981872, A_Q = 98.38, H_Q = 17150, zstd_ratio = 1.35%, sparse_ratio = 0.97%, sparsity = 97.39% , sparse_accuracy = 98.39, training_time = 1651s
Epoch 64: A_NQ = 98.21, H_NQ = 981842, A_Q = 98.56, H_Q = 17634, zstd_ratio = 1.38%, sparse_ratio = 0.99%, sparsity = 97.28% , sparse_accuracy = 98.56, training_time = 1557s
Epoch 65: A_NQ = 98.3, H_NQ = 981866, A_Q = 98.43, H_Q = 18217, zstd_ratio = 1.41%, sparse_ratio = 1.01%, sparsity = 97.15% , sparse_accuracy = 98.41, training_time = 1410s
Epoch 66: A_NQ = 98.44, H_NQ = 981866, A_Q = 98.56, H_Q = 18333, zstd_ratio = 1.43%, sparse_ratio = 1.02%, sparsity = 97.12% , sparse_accuracy = 98.62, training_time = 1416s
Epoch 67: A_NQ = 98.27, H_NQ = 981882, A_Q = 98.3, H_Q = 18197, zstd_ratio = 1.42%, sparse_ratio = 1.01%, sparsity = 97.15% , sparse_accuracy = 98.3, training_time = 1639s
Epoch 68: A_NQ = 98.23, H_NQ = 981848, A_Q = 98.15, H_Q = 17674, zstd_ratio = 1.38%, sparse_ratio = 0.99%, sparsity = 97.27% , sparse_accuracy = 98.22, training_time = 1572s
Epoch 69: A_NQ = 98.38, H_NQ = 981828, A_Q = 98.64, H_Q = 17784, zstd_ratio = 1.38%, sparse_ratio = 0.99%, sparsity = 97.25% , sparse_accuracy = 98.65, training_time = 1592s
Epoch 70: A_NQ = 98.49, H_NQ = 981874, A_Q = 98.65, H_Q = 17113, zstd_ratio = 1.34%, sparse_ratio = 0.96%, sparsity = 97.39% , sparse_accuracy = 98.62, training_time = 1588s
Epoch 71: A_NQ = 98.13, H_NQ = 981888, A_Q = 98.51, H_Q = 17071, zstd_ratio = 1.36%, sparse_ratio = 0.97%, sparsity = 97.40% , sparse_accuracy = 98.52, training_time = 1629s
Epoch 72: A_NQ = 98.64, H_NQ = 981856, A_Q = 98.72, H_Q = 16588, zstd_ratio = 1.32%, sparse_ratio = 0.95%, sparsity = 97.50% , sparse_accuracy = 98.71, training_time = 1574s
Epoch 73: A_NQ = 98.18, H_NQ = 981804, A_Q = 98.73, H_Q = 17392, zstd_ratio = 1.36%, sparse_ratio = 0.98%, sparsity = 97.33% , sparse_accuracy = 98.71, training_time = 1563s
Epoch 74: A_NQ = 98.1, H_NQ = 981836, A_Q = 98.38, H_Q = 17492, zstd_ratio = 1.35%, sparse_ratio = 0.98%, sparsity = 97.30% , sparse_accuracy = 98.36, training_time = 1570s
Epoch 75: A_NQ = 98.71, H_NQ = 981794, A_Q = 98.48, H_Q = 17018, zstd_ratio = 1.33%, sparse_ratio = 0.96%, sparsity = 97.40% , sparse_accuracy = 98.51, training_time = 1547s
Epoch 76: A_NQ = 98.63, H_NQ = 981850, A_Q = 98.41, H_Q = 16986, zstd_ratio = 1.33%, sparse_ratio = 0.96%, sparsity = 97.40% , sparse_accuracy = 98.43, training_time = 1508s
Epoch 77: A_NQ = 98.31, H_NQ = 981822, A_Q = 98.57, H_Q = 16925, zstd_ratio = 1.33%, sparse_ratio = 0.95%, sparsity = 97.42% , sparse_accuracy = 98.58, training_time = 1470s
Epoch 78: A_NQ = 98.39, H_NQ = 981575, A_Q = 98.53, H_Q = 16850, zstd_ratio = 1.33%, sparse_ratio = 0.94%, sparsity = 97.43% , sparse_accuracy = 98.5, training_time = 1428s
Epoch 79: A_NQ = 98.59, H_NQ = 981878, A_Q = 98.63, H_Q = 17389, zstd_ratio = 1.34%, sparse_ratio = 0.97%, sparsity = 97.32% , sparse_accuracy = 98.63, training_time = 1380s
Epoch 80: A_NQ = 98.36, H_NQ = 981840, A_Q = 98.29, H_Q = 17207, zstd_ratio = 1.33%, sparse_ratio = 0.96%, sparsity = 97.36% , sparse_accuracy = 98.23, training_time = 1259s
Epoch 81: A_NQ = 98.64, H_NQ = 981848, A_Q = 98.47, H_Q = 16486, zstd_ratio = 1.29%, sparse_ratio = 0.92%, sparsity = 97.50% , sparse_accuracy = 98.44, training_time = 1410s
Epoch 82: A_NQ = 98.6, H_NQ = 981812, A_Q = 98.42, H_Q = 16830, zstd_ratio = 1.31%, sparse_ratio = 0.93%, sparsity = 97.43% , sparse_accuracy = 98.44, training_time = 1566s
Epoch 83: A_NQ = 98.57, H_NQ = 981602, A_Q = 98.61, H_Q = 17364, zstd_ratio = 1.36%, sparse_ratio = 0.96%, sparsity = 97.32% , sparse_accuracy = 98.62, training_time = 1573s
Epoch 84: A_NQ = 98.3, H_NQ = 981834, A_Q = 98.45, H_Q = 18126, zstd_ratio = 1.39%, sparse_ratio = 1.00%, sparsity = 97.16% , sparse_accuracy = 98.47, training_time = 1455s
Epoch 85: A_NQ = 98.56, H_NQ = 981868, A_Q = 98.28, H_Q = 17064, zstd_ratio = 1.33%, sparse_ratio = 0.95%, sparsity = 97.38% , sparse_accuracy = 98.28, training_time = 1455s
Epoch 86: A_NQ = 98.52, H_NQ = 981892, A_Q = 98.69, H_Q = 17061, zstd_ratio = 1.33%, sparse_ratio = 0.94%, sparsity = 97.37% , sparse_accuracy = 98.68, training_time = 1554s
Epoch 87: A_NQ = 98.63, H_NQ = 981872, A_Q = 98.58, H_Q = 16881, zstd_ratio = 1.31%, sparse_ratio = 0.94%, sparsity = 97.42% , sparse_accuracy = 98.59, training_time = 1528s
Epoch 88: A_NQ = 97.76, H_NQ = 981674, A_Q = 98.28, H_Q = 16941, zstd_ratio = 1.31%, sparse_ratio = 0.94%, sparsity = 97.40% , sparse_accuracy = 98.29, training_time = 1399s
Epoch 89: A_NQ = 98.24, H_NQ = 981856, A_Q = 98.54, H_Q = 16627, zstd_ratio = 1.29%, sparse_ratio = 0.92%, sparsity = 97.47% , sparse_accuracy = 98.53, training_time = 1389s
Epoch 90: A_NQ = 98.46, H_NQ = 981846, A_Q = 98.65, H_Q = 17012, zstd_ratio = 1.32%, sparse_ratio = 0.94%, sparsity = 97.38% , sparse_accuracy = 98.65, training_time = 1510s
Epoch 91: A_NQ = 98.68, H_NQ = 981880, A_Q = 98.52, H_Q = 17083, zstd_ratio = 1.36%, sparse_ratio = 0.98%, sparsity = 97.37% , sparse_accuracy = 98.53, training_time = 1364s
Epoch 92: A_NQ = 98.15, H_NQ = 981858, A_Q = 98.54, H_Q = 17082, zstd_ratio = 1.32%, sparse_ratio = 0.94%, sparsity = 97.37% , sparse_accuracy = 98.54, training_time = 1201s
Epoch 93: A_NQ = 98.66, H_NQ = 981856, A_Q = 98.62, H_Q = 17139, zstd_ratio = 1.32%, sparse_ratio = 0.95%, sparsity = 97.36% , sparse_accuracy = 98.61, training_time = 1149s
Epoch 94: A_NQ = 98.5, H_NQ = 981812, A_Q = 98.55, H_Q = 16563, zstd_ratio = 1.30%, sparse_ratio = 0.92%, sparsity = 97.48% , sparse_accuracy = 98.57, training_time = 1252s
Epoch 95: A_NQ = 98.26, H_NQ = 981892, A_Q = 97.97, H_Q = 16723, zstd_ratio = 1.29%, sparse_ratio = 0.93%, sparsity = 97.46% , sparse_accuracy = 97.97, training_time = 1156s
Epoch 96: A_NQ = 98.61, H_NQ = 981896, A_Q = 98.01, H_Q = 16970, zstd_ratio = 1.31%, sparse_ratio = 0.94%, sparsity = 97.40% , sparse_accuracy = 98.01, training_time = 1095s
Epoch 97: A_NQ = 98.3, H_NQ = 981746, A_Q = 97.98, H_Q = 16685, zstd_ratio = 1.31%, sparse_ratio = 0.93%, sparsity = 97.46% , sparse_accuracy = 97.94, training_time = 1075s
Epoch 98: A_NQ = 98.7, H_NQ = 981862, A_Q = 98.4, H_Q = 16825, zstd_ratio = 1.29%, sparse_ratio = 0.93%, sparsity = 97.43% , sparse_accuracy = 98.41, training_time = 1199s
Epoch 99: A_NQ = 98.6, H_NQ = 981890, A_Q = 98.7, H_Q = 16397, zstd_ratio = 1.28%, sparse_ratio = 0.92%, sparsity = 97.52% , sparse_accuracy = 98.71, training_time = 1108s
Epoch 100: A_NQ = 98.58, H_NQ = 981834, A_Q = 98.42, H_Q = 16821, zstd_ratio = 1.31%, sparse_ratio = 0.94%, sparsity = 97.43% , sparse_accuracy = 98.41, training_time = 1036s
------------------------------------------------------------
delta = 6.4
Epoch 1: A_NQ = 95.77, H_NQ = 981894, A_Q = 95.64, H_Q = 52691, zstd_ratio = 3.49%, sparse_ratio = 2.72%, sparsity = 87.22% , sparse_accuracy = 95.68, training_time = 1654s
Epoch 2: A_NQ = 96.85, H_NQ = 981894, A_Q = 96.94, H_Q = 43654, zstd_ratio = 2.95%, sparse_ratio = 2.26%, sparsity = 90.56% , sparse_accuracy = 96.92, training_time = 1636s
Epoch 3: A_NQ = 97.44, H_NQ = 981914, A_Q = 97.8, H_Q = 37048, zstd_ratio = 2.55%, sparse_ratio = 1.95%, sparsity = 92.58% , sparse_accuracy = 97.8, training_time = 1621s
Epoch 4: A_NQ = 97.59, H_NQ = 981894, A_Q = 97.73, H_Q = 32287, zstd_ratio = 2.26%, sparse_ratio = 1.69%, sparsity = 93.89% , sparse_accuracy = 97.71, training_time = 1683s
Epoch 5: A_NQ = 97.49, H_NQ = 981704, A_Q = 97.82, H_Q = 31681, zstd_ratio = 2.21%, sparse_ratio = 1.64%, sparsity = 94.05% , sparse_accuracy = 97.82, training_time = 1456s
Epoch 6: A_NQ = 97.32, H_NQ = 981798, A_Q = 97.45, H_Q = 29195, zstd_ratio = 2.09%, sparse_ratio = 1.55%, sparsity = 94.70% , sparse_accuracy = 97.43, training_time = 1666s
